season,player,team,position,games,minutes,fga,fgm,fta,ftm,pts,ast,reb,stl,blk,tov
2019-20,Isaiah Roby,OKC,UNK,3,3.8,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3
2019-20,Isaiah Thomas,WAS,UNK,40,23.1,10.7,4.4,1.9,1.6,12.2,3.7,1.7,0.3,0.2,1.9
2019-20,Ish Smith,WAS,UNK,68,26.3,10.1,4.5,1.3,0.9,10.9,4.9,3.2,0.9,0.4,1.4
2019-20,Ivica Zubac,LAC,UNK,72,18.4,5.3,3.3,2.3,1.7,8.3,1.1,7.5,0.2,0.9,0.8
2019-20,J.J. Barea,DAL,UNK,29,15.5,7.1,2.9,0.8,0.7,7.7,3.9,1.8,0.2,0.1,1.3
2019-20,J.P. Macura,CLE,UNK,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,JJ Redick,NOP,UNK,60,26.3,10.5,4.8,3.1,2.8,15.3,2.0,2.5,0.3,0.2,1.3
2019-20,JR Smith,LAL,UNK,6,13.2,3.7,1.2,0.3,0.3,2.8,0.5,0.8,0.2,0.0,0.7
2019-20,Ja Morant,MEM,UNK,67,31.0,14.0,6.7,4.6,3.6,17.8,7.3,3.9,0.9,0.3,3.3
2019-20,JaKarr Sampson,IND,UNK,34,13.8,3.4,2.0,0.8,0.5,4.6,0.6,2.6,0.5,0.4,0.4
2019-20,JaMychal Green,LAC,UNK,63,20.7,5.6,2.4,0.8,0.6,6.8,0.8,6.2,0.5,0.4,0.9
2019-20,JaVale McGee,LAL,UNK,68,16.6,4.5,2.9,1.2,0.8,6.6,0.5,5.7,0.5,1.4,0.8
2019-20,Jabari Parker,SAC,UNK,38,24.2,11.3,5.8,2.1,1.6,14.0,1.8,5.6,1.2,0.4,1.7
2019-20,Jacob Evans,MIN,UNK,29,14.4,4.6,1.6,1.0,0.9,4.4,1.1,1.4,0.4,0.4,0.9
2019-20,Jae Crowder,MIA,UNK,65,28.8,8.7,3.5,1.9,1.5,10.5,2.5,5.9,1.1,0.4,1.1
2019-20,Jahlil Okafor,NOP,UNK,30,15.6,5.4,3.4,2.1,1.3,8.1,1.2,4.2,0.2,0.7,1.3
2019-20,Jake Layman,MIN,UNK,23,22.0,7.8,3.5,1.4,1.0,9.1,0.7,2.5,0.7,0.4,1.0
2019-20,Jakob Poeltl,SAS,UNK,66,17.7,4.0,2.5,1.3,0.6,5.6,1.8,5.7,0.6,1.4,0.8
2019-20,Jalen Brunson,DAL,UNK,57,17.9,6.8,3.2,1.3,1.1,8.2,3.3,2.4,0.4,0.1,1.2
2019-20,Jalen Lecque,PHX,UNK,5,6.3,2.0,0.8,0.4,0.4,2.0,0.4,0.4,0.0,0.0,0.4
2019-20,Jalen McDaniels,CHA,UNK,16,18.3,4.4,2.1,1.1,0.9,5.6,0.8,4.1,0.5,0.2,0.7
2019-20,Jamal Crawford,BKN,UNK,1,6.0,4.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
2019-20,Jamal Murray,DEN,UNK,59,32.3,15.2,6.9,3.1,2.8,18.5,4.8,4.0,1.1,0.3,2.2
2019-20,James Ennis III,ORL,UNK,69,18.3,5.2,2.3,1.4,1.1,6.6,0.9,3.6,0.5,0.3,0.8
2019-20,James Harden,HOU,UNK,68,36.5,22.3,9.9,11.8,10.2,34.3,7.5,6.6,1.8,0.9,4.5
2019-20,James Johnson,MIN,UNK,32,19.4,6.7,3.2,1.5,1.0,8.4,2.3,3.7,0.8,1.0,1.5
2019-20,Jared Dudley,LAL,UNK,45,8.1,1.3,0.5,0.0,0.0,1.5,0.6,1.2,0.3,0.1,0.2
2019-20,Jared Harper,NYK,UNK,3,2.6,1.3,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
2019-20,Jaren Jackson Jr.,MEM,UNK,57,28.5,13.2,6.2,3.3,2.4,17.4,1.4,4.6,0.7,1.6,1.7
2019-20,Jarred Vanderbilt,MIN,UNK,11,4.2,0.7,0.5,0.2,0.2,1.1,0.2,0.8,0.3,0.1,0.6
2019-20,Jarrell Brantley,UTA,UNK,9,10.7,3.1,1.1,0.2,0.1,2.7,1.2,2.2,0.3,0.6,0.8
2019-20,Jarrett Allen,BKN,UNK,70,26.5,6.6,4.3,3.9,2.4,11.1,1.6,9.6,0.6,1.3,1.1
2019-20,Jarrett Culver,MIN,UNK,63,23.9,9.0,3.7,1.9,0.9,9.2,1.7,3.4,0.9,0.6,1.3
2019-20,Jarrod Uthoff,WAS,UNK,7,7.6,2.6,1.0,0.3,0.3,2.7,0.0,0.9,0.1,0.0,0.0
2019-20,Javonte Green,BOS,UNK,48,9.7,2.6,1.3,0.9,0.6,3.4,0.5,1.9,0.5,0.2,0.5
2019-20,Jaxson Hayes,NOP,UNK,64,16.9,4.0,2.7,3.0,1.9,7.4,0.9,4.0,0.4,0.9,0.8
2019-20,Jaylen Brown,BOS,UNK,57,33.9,15.6,7.5,4.3,3.1,20.3,2.1,6.4,1.1,0.4,2.2
2019-20,Jaylen Hoard,POR,UNK,13,7.9,2.5,1.2,1.0,0.6,2.9,0.3,2.5,0.4,0.0,0.3
2019-20,Jaylen Nowell,MIN,UNK,15,10.1,3.5,1.3,1.1,1.1,3.8,1.3,0.9,0.2,0.1,0.2
2019-20,Jayson Tatum,BOS,UNK,66,34.3,18.6,8.4,4.7,3.8,23.4,3.0,7.0,1.4,0.9,2.3
2019-20,Jeff Green,HOU,UNK,48,20.0,7.2,3.3,1.9,1.5,9.4,1.0,2.8,0.5,0.4,0.9
2019-20,Jeff Teague,ATL,UNK,59,24.8,8.3,3.6,3.3,2.9,10.9,5.2,2.4,0.7,0.3,2.0
2019-20,Jerami Grant,DEN,UNK,71,26.6,8.9,4.3,2.8,2.1,12.0,1.2,3.5,0.7,0.8,0.9
2019-20,Jeremiah Martin,BKN,UNK,9,11.0,5.9,2.7,1.6,1.2,7.1,2.0,1.1,0.8,0.2,0.4
2019-20,Jeremy Lamb,IND,UNK,46,28.1,10.4,4.7,2.4,2.0,12.5,2.1,4.3,1.2,0.5,1.1
2019-20,Jeremy Pargo,GSW,UNK,3,14.8,7.3,3.7,0.3,0.0,8.3,2.7,1.0,0.3,0.0,1.3
2019-20,Jerian Grant,WAS,UNK,6,13.4,4.5,1.7,1.2,0.8,4.5,1.5,1.0,0.2,0.2,0.5
2019-20,Jerome Robinson,WAS,UNK,63,15.5,4.9,1.8,0.9,0.6,5.1,1.4,2.0,0.4,0.3,0.8
2019-20,Jevon Carter,PHX,UNK,58,16.3,4.2,1.7,0.5,0.4,4.9,1.4,2.0,0.8,0.3,0.6
2019-20,Jimmy Butler III,MIA,UNK,58,33.8,13.1,5.9,9.1,7.6,19.9,6.0,6.7,1.8,0.6,2.2
2019-20,Joakim Noah,LAC,UNK,5,10.0,1.6,0.8,1.6,1.2,2.8,1.4,3.2,0.2,0.2,1.2
2019-20,Joe Chealey,CHA,UNK,4,8.4,1.8,0.0,0.5,0.5,0.5,0.3,0.0,1.0,0.0,0.5
2019-20,Joe Harris,BKN,UNK,69,30.8,11.4,5.5,1.3,0.9,14.5,2.1,4.3,0.6,0.2,1.5
2019-20,Joe Ingles,UTA,UNK,72,29.7,7.7,3.4,1.3,1.0,9.8,5.2,3.9,0.9,0.2,2.0
2019-20,Joel Embiid,PHI,UNK,51,29.5,15.7,7.5,8.5,6.9,23.0,3.0,11.6,0.9,1.3,3.1
2019-20,John Collins,ATL,UNK,41,33.2,14.8,8.6,3.7,2.9,21.6,1.5,10.1,0.8,1.6,1.8
2019-20,John Henson,DET,UNK,40,15.0,4.3,2.4,1.2,0.6,5.5,1.4,4.1,0.6,1.1,0.9
2019-20,John Konchar,MEM,UNK,19,9.5,1.9,1.3,0.1,0.1,2.8,1.2,2.5,0.4,0.2,0.4
2019-20,Johnathan Motley,LAC,UNK,13,3.2,1.2,0.8,0.5,0.4,2.2,0.6,0.8,0.2,0.0,0.4
2019-20,Johnathan Williams,WAS,UNK,15,12.0,2.3,1.3,0.9,0.5,3.0,0.5,4.3,0.1,0.5,0.3
2019-20,Jonah Bolden,PHX,UNK,7,6.7,1.6,0.6,0.6,0.3,1.4,0.0,1.3,0.4,0.3,0.3
2019-20,Jonas Valančiūnas,MEM,UNK,70,26.4,10.6,6.2,2.9,2.1,14.9,1.9,11.3,0.4,1.1,1.8
2019-20,Jonathan Isaac,ORL,UNK,34,28.8,9.8,4.6,2.3,1.8,11.9,1.4,6.8,1.6,2.3,1.4
2019-20,Jordan Bell,CLE,UNK,29,8.8,2.3,1.2,1.1,0.7,3.2,0.6,2.8,0.1,0.3,0.7
2019-20,Jordan Bone,DET,UNK,10,5.3,2.0,0.5,0.0,0.0,1.2,0.8,0.4,0.1,0.0,0.2
2019-20,Jordan Clarkson,UTA,UNK,71,24.0,12.2,5.5,2.3,1.9,15.2,1.9,2.6,0.6,0.2,1.4
2019-20,Jordan McLaughlin,MIN,UNK,30,19.7,5.9,2.9,1.3,0.9,7.6,4.2,1.6,1.1,0.1,1.0
2019-20,Jordan McRae,DET,UNK,37,21.2,9.9,4.0,2.9,2.2,11.5,2.5,3.4,0.6,0.4,1.2
2019-20,Jordan Poole,GSW,UNK,57,22.3,8.8,2.9,2.1,1.7,8.8,2.4,2.1,0.6,0.2,1.3
2019-20,Josh Gray,NOP,UNK,2,11.4,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5
2019-20,Josh Hart,NOP,UNK,65,27.0,8.2,3.5,1.8,1.3,10.1,1.7,6.5,1.0,0.4,1.2
2019-20,Josh Jackson,MEM,UNK,22,17.3,7.2,3.2,2.3,1.6,9.0,1.6,3.0,0.8,0.4,1.3
2019-20,Josh Magette,ORL,UNK,8,4.7,1.9,0.6,0.3,0.1,1.5,0.6,0.8,0.4,0.1,0.6
2019-20,Josh Okogie,MIN,UNK,62,25.0,6.4,2.7,3.1,2.5,8.6,1.6,4.3,1.1,0.4,1.4
2019-20,Josh Reaves,DAL,UNK,4,7.1,2.3,0.8,0.5,0.5,2.0,0.8,0.8,0.0,0.0,0.0
2019-20,Josh Richardson,PHI,UNK,55,30.8,11.7,5.1,2.6,2.1,13.7,2.9,3.2,0.9,0.7,1.9
2019-20,Jrue Holiday,NOP,UNK,61,34.7,16.5,7.5,3.0,2.1,19.1,6.7,4.8,1.6,0.8,3.0
2019-20,Juan Toscano-Anderson,GSW,UNK,13,20.9,4.8,2.2,0.4,0.2,5.3,2.0,4.0,1.0,0.4,1.2
2019-20,Juancho Hernangomez,MIN,UNK,48,17.4,5.1,2.1,1.5,0.9,6.0,0.8,4.1,0.4,0.2,0.7
2019-20,Julius Randle,NYK,UNK,64,32.5,15.7,7.2,5.5,4.0,19.5,3.1,9.7,0.8,0.3,3.0
2019-20,Justin Anderson,BKN,UNK,10,10.7,3.8,1.0,0.4,0.2,2.8,0.8,2.1,0.0,0.6,0.4
2019-20,Justin Holiday,IND,UNK,73,25.0,6.7,2.8,0.9,0.7,8.3,1.3,3.3,1.2,0.6,0.6
2019-20,Justin Jackson,DAL,UNK,65,16.1,5.2,2.1,0.8,0.6,5.5,0.8,2.4,0.2,0.2,0.2
2019-20,Justin James,SAC,UNK,36,6.5,2.3,1.0,0.6,0.3,2.5,0.5,0.9,0.2,0.3,0.2
2019-20,Justin Patton,DET,UNK,5,4.8,2.0,0.8,0.0,0.0,1.8,0.4,1.0,0.0,0.0,0.4
2019-20,Justin Robinson,WAS,UNK,9,5.4,1.3,0.6,0.0,0.0,1.4,0.8,0.6,0.0,0.1,0.3
2019-20,Justin Wright-Foreman,UTA,UNK,4,11.3,5.0,1.8,1.0,0.8,4.8,1.8,1.3,0.5,0.0,0.8
2019-20,Justise Winslow,MEM,UNK,11,32.0,11.7,4.5,2.5,1.6,11.3,4.0,6.6,0.6,0.5,2.2
2019-20,Jusuf Nurkić,POR,UNK,8,31.6,13.6,6.8,4.4,3.9,17.6,4.0,10.3,1.4,2.0,2.4
2019-20,Juwan Morgan,UTA,UNK,21,6.4,1.2,0.7,0.2,0.1,1.7,0.3,1.4,0.0,0.1,0.3
2019-20,KZ Okpala,MIA,UNK,5,5.2,1.0,0.6,0.4,0.2,1.4,0.2,1.0,0.4,0.2,0.2
2019-20,Kadeem Allen,NYK,UNK,10,11.7,4.4,1.9,1.1,0.7,5.0,2.1,0.9,0.5,0.2,0.8
2019-20,Karl-Anthony Towns,MIN,UNK,35,33.9,17.8,9.0,6.5,5.1,26.5,4.4,10.8,0.9,1.2,3.1
2019-20,Kawhi Leonard,LAC,UNK,57,32.4,19.9,9.3,7.1,6.2,27.1,4.9,7.1,1.8,0.6,2.6
2019-20,Keita Bates-Diop,DEN,UNK,44,16.9,5.3,2.3,1.7,1.2,6.5,0.7,2.9,0.4,0.5,0.4
2019-20,Kelan Martin,MIN,UNK,31,16.0,5.8,2.3,1.0,1.0,6.4,0.7,3.1,0.2,0.3,0.6
2019-20,Keldon Johnson,SAS,UNK,17,17.7,5.2,3.1,2.6,2.1,9.1,0.9,3.4,0.8,0.1,0.8
2019-20,Kelly Olynyk,MIA,UNK,67,19.4,5.9,2.7,1.5,1.3,8.2,1.7,4.6,0.7,0.3,1.1
2019-20,Kelly Oubre Jr.,PHX,UNK,56,34.5,14.8,6.7,4.4,3.4,18.7,1.5,6.4,1.3,0.7,1.5
2019-20,Kemba Walker,BOS,UNK,56,31.1,15.9,6.8,4.3,3.7,20.4,4.8,3.9,0.9,0.5,2.1
2019-20,Kendrick Nunn,MIA,UNK,67,29.3,13.6,6.0,1.5,1.3,15.3,3.3,2.7,0.8,0.2,1.7
2019-20,Kenrich Williams,NOP,UNK,39,21.3,3.8,1.3,0.7,0.2,3.5,1.5,4.8,0.7,0.5,0.6
2019-20,Kent Bazemore,SAC,UNK,68,24.8,7.9,2.9,2.2,1.7,8.8,1.4,4.3,1.1,0.6,1.3
2019-20,Kentavious Caldwell-Pope,LAL,UNK,69,25.5,7.3,3.4,1.5,1.1,9.3,1.6,2.1,0.8,0.2,0.9
2019-20,Kevin Hervey,OKC,UNK,10,5.2,2.7,0.7,0.0,0.0,1.7,0.5,1.2,0.1,0.1,0.0
2019-20,Kevin Huerter,ATL,UNK,56,31.4,10.9,4.5,1.1,0.9,12.2,3.8,4.1,0.9,0.5,1.6
2019-20,Kevin Knox II,NYK,UNK,65,17.9,6.2,2.2,1.6,1.0,6.4,0.9,2.8,0.4,0.4,0.7
2019-20,Kevin Love,CLE,UNK,56,31.8,13.0,5.8,3.9,3.3,17.6,3.2,9.8,0.6,0.3,2.5
2019-20,Kevin Porter Jr.,CLE,UNK,50,23.2,8.4,3.7,2.0,1.5,10.0,2.2,3.2,0.9,0.3,1.9
2019-20,Kevon Looney,GSW,UNK,20,13.1,4.0,1.5,0.6,0.5,3.4,1.0,3.3,0.6,0.3,0.6
2019-20,Khem Birch,ORL,UNK,48,19.2,3.0,1.5,2.1,1.4,4.4,1.0,4.6,0.4,0.5,0.6
2019-20,Khris Middleton,MIL,UNK,62,29.9,15.3,7.6,3.7,3.4,20.9,4.3,6.2,0.9,0.1,2.2
2019-20,Khyri Thomas,DET,UNK,8,7.7,2.1,0.6,0.5,0.3,2.1,0.4,0.1,0.4,0.0,0.4
2019-20,Kostas Antetokounmpo,LAL,UNK,5,4.0,0.6,0.6,0.4,0.2,1.4,0.4,0.6,0.0,0.0,0.2
2019-20,Kris Dunn,CHI,UNK,51,24.9,6.7,3.0,1.1,0.8,7.3,3.4,3.6,2.0,0.3,1.3
2019-20,Kristaps Porziņģis,DAL,UNK,57,31.8,16.4,7.0,5.0,4.0,20.4,1.8,9.5,0.7,2.0,1.6
2019-20,Ky Bowman,GSW,UNK,45,22.6,7.1,3.0,0.9,0.8,7.4,2.9,2.7,1.0,0.2,1.6
2019-20,Kyle Alexander,MIA,UNK,2,6.7,1.0,0.5,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.5
2019-20,Kyle Anderson,MEM,UNK,67,19.8,4.9,2.3,1.2,0.8,5.8,2.4,4.3,0.8,0.6,1.0
2019-20,Kyle Guy,SAC,UNK,3,3.2,1.7,0.7,0.0,0.0,1.3,0.3,0.3,0.0,0.0,0.0
2019-20,Kyle Korver,MIL,UNK,58,16.6,5.1,2.2,0.7,0.6,6.7,1.2,2.1,0.4,0.2,0.8
2019-20,Kyle Kuzma,LAL,UNK,61,25.0,11.0,4.8,2.5,1.9,12.8,1.3,4.5,0.5,0.4,1.5
2019-20,Kyle Lowry,TOR,UNK,58,36.2,13.8,5.8,5.9,5.1,19.4,7.5,5.0,1.4,0.4,3.1
2019-20,Kyle O'Quinn,PHI,UNK,29,10.8,2.9,1.4,0.7,0.4,3.5,1.8,4.0,0.2,0.8,0.7
2019-20,Kyrie Irving,BKN,UNK,20,32.9,20.8,10.0,5.1,4.7,27.4,6.4,5.2,1.4,0.5,2.6
2019-20,LaMarcus Aldridge,SAS,UNK,53,33.1,15.0,7.4,3.6,3.0,18.9,2.4,7.4,0.7,1.6,1.4
2019-20,Lance Thomas,BKN,UNK,7,14.0,3.3,1.1,0.6,0.6,3.4,0.9,1.9,0.0,0.0,0.9
2019-20,Landry Shamet,LAC,UNK,53,27.4,7.4,3.0,1.4,1.2,9.3,1.9,1.9,0.4,0.2,0.8
2019-20,Langston Galloway,DET,UNK,66,25.8,8.2,3.6,1.3,1.1,10.3,1.5,2.3,0.7,0.2,0.6
2019-20,Larry Nance Jr.,CLE,UNK,56,26.3,7.7,4.1,1.3,0.9,10.1,2.2,7.3,1.0,0.4,1.1
2019-20,Lauri Markkanen,CHI,UNK,50,29.8,11.8,5.0,3.1,2.5,14.7,1.5,6.3,0.8,0.5,1.6
2019-20,LeBron James,LAL,UNK,67,34.6,19.4,9.6,5.7,3.9,25.3,10.2,7.8,1.2,0.5,3.9
2019-20,Lonnie Walker IV,SAS,UNK,61,16.2,5.9,2.5,1.0,0.7,6.4,1.1,2.3,0.5,0.2,0.7
2019-20,Lonzo Ball,NOP,UNK,63,32.1,10.9,4.4,1.2,0.7,11.8,7.0,6.1,1.4,0.6,3.1
2019-20,Lou Williams,LAC,UNK,65,28.7,14.4,6.0,5.2,4.5,18.2,5.6,3.1,0.7,0.2,2.8
2019-20,Louis King,DET,UNK,10,6.2,2.1,0.8,0.3,0.0,2.0,0.5,1.0,0.2,0.0,0.2
2019-20,Luc Mbah a Moute,HOU,UNK,3,8.2,1.7,0.7,0.7,0.3,1.7,0.0,0.7,0.7,0.0,0.3
2019-20,Luguentz Dort,OKC,UNK,36,22.8,6.1,2.4,1.5,1.2,6.8,0.8,2.3,0.9,0.1,0.6
2019-20,Luka Dončić,DAL,UNK,61,33.6,20.6,9.5,9.2,7.0,28.8,8.8,9.4,1.0,0.2,4.3
2019-20,Luka Samanic,SAS,UNK,3,16.1,5.3,1.7,1.3,1.0,5.3,2.0,3.3,0.0,0.7,0.7
2019-20,Luke Kennard,DET,UNK,28,32.9,12.2,5.4,2.7,2.4,15.8,4.1,3.5,0.4,0.2,1.5
2019-20,Luke Kornet,CHI,UNK,36,15.5,5.2,2.3,0.8,0.6,6.0,0.9,2.3,0.3,0.7,0.4
2019-20,Malcolm Brogdon,IND,UNK,54,30.9,13.8,6.0,3.4,3.1,16.5,7.1,4.9,0.6,0.2,2.4
2019-20,Malcolm Miller,TOR,UNK,28,5.8,1.0,0.4,0.3,0.1,1.3,0.4,0.6,0.2,0.1,0.1
2019-20,Malik Beasley,MIN,UNK,55,22.0,9.7,4.1,1.2,1.0,11.2,1.4,2.7,0.7,0.1,1.0
2019-20,Malik Monk,CHA,UNK,55,21.3,8.9,3.9,1.8,1.5,10.3,2.1,2.9,0.5,0.3,1.4
2019-20,Malik Newman,CLE,UNK,1,3.7,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
2019-20,Marc Gasol,TOR,UNK,44,26.4,6.3,2.7,1.1,0.8,7.5,3.3,6.3,0.8,0.9,1.3
2019-20,Marco Belinelli,SAS,UNK,57,15.5,5.5,2.2,1.0,0.8,6.3,1.2,1.7,0.2,0.0,0.3
2019-20,Marcus Morris Sr.,LAC,UNK,62,31.2,13.1,5.7,3.5,2.9,16.7,1.4,5.0,0.8,0.5,1.6
2019-20,Marcus Smart,BOS,UNK,60,32.0,11.4,4.3,2.5,2.1,12.9,4.9,3.8,1.7,0.5,1.7
2019-20,Marial Shayok,PHI,UNK,4,7.0,3.0,0.8,1.0,0.8,2.8,0.3,1.8,0.0,0.3,0.8
2019-20,Mario Hezonja,POR,UNK,53,16.4,4.1,1.7,1.1,0.9,4.8,0.9,3.5,0.7,0.2,0.8
2019-20,Markelle Fultz,ORL,UNK,72,27.7,10.7,5.0,2.2,1.6,12.1,5.1,3.3,1.3,0.2,2.0
2019-20,Markieff Morris,LAL,UNK,58,20.5,7.9,3.5,1.5,1.1,9.7,1.3,3.8,0.5,0.3,1.3
2019-20,Marko Guduric,MEM,UNK,44,11.0,3.6,1.4,0.6,0.5,3.9,1.0,1.7,0.3,0.2,0.8
2019-20,Marques Bolden,CLE,UNK,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2019-20,Marquese Chriss,GSW,UNK,59,20.3,6.5,3.6,2.6,2.0,9.3,1.9,6.2,0.7,1.1,1.3
2019-20,Marvin Bagley III,SAC,UNK,13,25.7,12.8,6.0,2.4,1.9,14.2,0.8,7.5,0.5,0.9,1.4
2019-20,Marvin Williams,MIL,UNK,58,19.5,4.6,2.1,1.0,0.8,5.9,1.0,3.2,0.6,0.5,0.6
2019-20,Mason Plumlee,DEN,UNK,61,17.3,4.7,2.9,2.5,1.4,7.2,2.5,5.2,0.5,0.6,1.3
2019-20,Matisse Thybulle,PHI,UNK,65,19.8,4.1,1.7,0.6,0.4,4.7,1.2,1.6,1.4,0.7,0.8
2019-20,Matt Mooney,CLE,UNK,4,4.7,1.0,0.3,0.0,0.0,0.5,0.3,0.8,0.5,0.3,0.0
2019-20,Matt Thomas,TOR,UNK,41,10.7,3.7,1.8,0.3,0.2,4.9,0.5,1.5,0.2,0.0,0.4
2019-20,Matthew Dellavedova,CLE,UNK,57,14.4,3.1,1.1,0.6,0.6,3.1,3.2,1.3,0.4,0.0,1.0
2019-20,Maurice Harkless,NYK,UNK,62,23.0,4.6,2.3,1.1,0.6,5.8,1.1,3.9,0.9,0.5,0.9
2019-20,Max Strus,CHI,UNK,2,3.1,1.5,1.0,0.5,0.5,2.5,0.0,0.5,0.0,0.0,0.0
2019-20,Maxi Kleber,DAL,UNK,74,25.5,6.9,3.2,1.3,1.1,9.1,1.2,5.2,0.3,1.1,0.8
2019-20,Melvin Frazier Jr.,ORL,UNK,19,6.6,1.8,0.8,0.2,0.1,2.1,0.2,0.5,0.5,0.1,0.3
2019-20,Meyers Leonard,MIA,UNK,51,20.3,4.6,2.3,0.5,0.4,6.1,1.1,5.1,0.3,0.3,0.8
2019-20,Mfiondu Kabengele,LAC,UNK,12,5.4,2.7,1.2,0.4,0.4,3.5,0.2,0.9,0.2,0.2,0.2
2019-20,Michael Carter-Williams,ORL,UNK,45,18.5,5.8,2.5,2.1,1.8,7.2,2.4,3.3,1.1,0.5,1.2
2019-20,Michael Frazier II,HOU,UNK,13,11.1,2.2,0.5,1.1,0.7,2.1,0.2,0.8,0.2,0.0,0.4
2019-20,Michael Kidd-Gilchrist,DAL,UNK,25,11.2,2.6,0.9,0.6,0.4,2.4,0.6,2.7,0.1,0.2,0.6
2019-20,Michael Porter Jr.,DEN,UNK,55,16.4,7.0,3.5,1.3,1.1,9.3,0.8,4.7,0.5,0.5,0.9
2019-20,Mikal Bridges,PHX,UNK,73,28.0,6.6,3.4,1.7,1.4,9.1,1.8,4.0,1.4,0.6,1.0
2019-20,Mike Conley,UTA,UNK,47,29.0,12.1,4.9,3.0,2.4,14.4,4.4,3.2,0.8,0.1,2.0
2019-20,Mike Muscala,OKC,UNK,47,12.2,4.0,1.6,0.5,0.4,4.8,0.9,2.3,0.2,0.3,0.4
2019-20,Mike Scott,PHI,UNK,68,17.8,5.1,2.2,0.5,0.4,6.0,0.8,3.6,0.3,0.1,0.4
2019-20,Miles Bridges,CHA,UNK,65,30.7,11.6,4.9,2.0,1.6,13.0,1.8,5.6,0.6,0.7,1.5
2019-20,Mitchell Robinson,NYK,UNK,61,23.2,5.6,4.1,2.4,1.4,9.7,0.6,7.0,0.9,2.0,0.6
2019-20,Miye Oni,UTA,UNK,10,10.9,3.2,1.2,0.5,0.4,3.5,0.4,1.7,0.4,0.2,0.4
2019-20,Mo Bamba,ORL,UNK,62,14.2,4.6,2.1,0.7,0.5,5.4,0.7,4.9,0.4,1.4,0.7
2019-20,Monte Morris,DEN,UNK,73,22.4,7.8,3.6,1.2,1.0,9.0,3.5,1.9,0.8,0.2,0.7
2019-20,Montrezl Harrell,LAC,UNK,63,27.8,12.9,7.5,5.6,3.7,18.6,1.7,7.1,0.6,1.1,1.7
2019-20,Moritz Wagner,WAS,UNK,45,18.6,5.9,3.2,2.1,1.7,8.7,1.2,4.9,0.6,0.4,1.5
2019-20,Moses Brown,POR,UNK,9,3.6,1.1,0.4,0.9,0.3,1.2,0.1,1.6,0.1,0.1,0.3
2019-20,Mychal Mulder,GSW,UNK,7,29.1,9.6,3.7,1.7,1.3,11.0,1.1,3.3,0.3,0.1,0.7
2019-20,Myles Turner,IND,UNK,62,29.4,9.5,4.3,2.7,2.0,12.1,1.2,6.6,0.7,2.1,1.4
2019-20,Nassir Little,POR,UNK,48,11.9,3.1,1.4,0.9,0.6,3.6,0.5,2.3,0.3,0.3,0.3
2019-20,Naz Mitrou-Long,IND,UNK,5,9.4,3.4,1.2,0.0,0.0,2.8,1.6,1.4,0.2,0.2,0.6
2019-20,Naz Reid,MIN,UNK,30,16.5,8.1,3.3,1.8,1.2,9.0,1.2,4.1,0.6,0.7,0.7
2019-20,Nemanja Bjelica,SAC,UNK,72,27.9,9.1,4.4,1.2,1.0,11.5,2.8,6.4,0.9,0.6,1.4
2019-20,Nerlens Noel,OKC,UNK,61,18.5,4.4,3.0,1.7,1.3,7.4,0.9,4.9,1.0,1.5,1.1
2019-20,Nic Claxton,BKN,UNK,15,12.5,3.2,1.8,1.4,0.7,4.4,1.1,2.9,0.1,0.5,0.6
2019-20,Nickeil Alexander-Walker,NOP,UNK,47,12.6,5.7,2.1,0.8,0.5,5.7,1.9,1.8,0.4,0.2,1.1
2019-20,Nicolas Batum,CHA,UNK,22,23.0,3.7,1.3,0.5,0.4,3.6,3.0,4.5,0.8,0.4,1.0
2019-20,Nicolo Melli,NOP,UNK,60,17.4,5.4,2.3,1.2,0.9,6.6,1.4,3.0,0.6,0.4,0.8
2019-20,Nigel Williams-Goss,UTA,UNK,10,5.0,1.6,0.5,0.2,0.2,1.4,0.6,0.6,0.3,0.1,0.3
2019-20,Nikola Jokić,DEN,UNK,73,32.0,14.7,7.7,4.1,3.4,19.9,7.0,9.7,1.2,0.6,3.1
2019-20,Nikola Vučević,ORL,UNK,62,32.2,16.7,8.0,2.7,2.1,19.6,3.6,10.9,0.9,0.8,1.4
2019-20,Noah Vonleh,DEN,UNK,36,10.5,2.6,1.4,0.9,0.7,3.7,0.8,3.4,0.3,0.2,0.6
2019-20,Norman Powell,TOR,UNK,52,28.4,11.5,5.7,2.9,2.5,16.0,1.8,3.7,1.2,0.4,1.5
2019-20,Norvel Pelle,PHI,UNK,24,9.7,2.0,1.0,0.6,0.3,2.4,0.3,3.0,0.1,1.3,0.8
2019-20,OG Anunoby,TOR,UNK,69,29.9,8.2,4.1,1.5,1.0,10.6,1.6,5.3,1.4,0.7,1.1
